Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-01-04 13:43:18.018 +0000,"Running",0:00:00,0,0,0,"20170104_134318.018/LogFile.txt","","",0
2017-01-04 13:45:33.033 +0000,"Success",0:01:11,0,0,0,"20170104_134533.033/LogFile.txt","","",1
2017-01-04 13:49:58.058 +0000,"Running",0:00:00,0,0,0,"20170104_134958.058/LogFile.txt","","",0
2017-01-04 13:53:10.010 +0000,"Running",0:00:00,0,0,0,"20170104_135310.010/LogFile.txt","","",0
2017-01-04 13:56:36.036 +0000,"Success",0:01:08,0,0,0,"20170104_135636.036/LogFile.txt","","",1
