Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-01-30 16:42:47.047 +0000,"Success",0:00:04,0,1,0,"20170130_164247.047/LogFile.txt","","",1
2017-01-30 16:53:32.032 +0000,"Success",0:00:03,0,1,0,"20170130_165332.032/LogFile.txt","","",1
2017-01-30 16:53:59.059 +0000,"Running",0:00:00,0,0,0,"20170130_165359.059/LogFile.txt","","",0
2017-01-30 17:08:46.046 +0000,"Success",0:01:12,0,1,0,"20170130_170846.046/LogFile.txt","","",1
2017-02-07 15:17:27.027 +0000,"Success",0:00:31,0,0,0,"20170207_151727.027/LogFile.txt","","",3
