Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-02-16 09:27:40.040 +0000,"Failure",0:00:00,1,0,0,"20170216_092740.040/LogFile.txt","","SenseTalk Compiler Exception -- in auadmincandisableapplianceuser:\nSyntax Error at line 106: Syntax Error - can't understand ""else"" at or near character 2622",0
2017-02-16 09:30:28.028 +0000,"Failure",0:00:00,1,0,0,"20170216_093028.028/LogFile.txt","","SenseTalk Compiler Exception -- in auadmincandisableapplianceuser:\nSyntax Error at line 109: Syntax Error - can't understand ""else"" at or near character 2691",0
2017-02-16 09:32:18.018 +0000,"Failure",0:00:00,1,0,1,"20170216_093218.018/LogFile.txt","","File Not Found -- click Error - Could Not Open Image: AppplianceUpstream",0
2017-02-16 09:32:51.051 +0000,"Failure",0:00:01,1,0,1,"20170216_093251.051/LogFile.txt","","File Not Found -- click Error - Could Not Open Image: AppplianceUpstream",0
