Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-01-05 09:47:34.034 +0000,"Success",0:01:07,0,0,0,"20170105_094734.034/LogFile.txt","","",1
2017-01-05 10:00:50.050 +0000,"Success",0:02:27,0,0,0,"20170105_100050.050/LogFile.txt","","",3
2017-01-05 10:08:46.046 +0000,"Running",0:00:00,0,0,0,"20170105_100846.046/LogFile.txt","","",0
2017-01-05 10:17:33.033 +0000,"Success",0:01:14,0,1,0,"20170105_101733.033/LogFile.txt","","",1
2017-01-05 10:21:41.041 +0000,"Success",0:01:11,0,0,0,"20170105_102141.041/LogFile.txt","","",1
2017-01-23 16:08:17.017 +0000,"Success",0:01:19,0,0,0,"20170123_160817.017/LogFile.txt","","",2
2017-01-23 16:14:41.041 +0000,"Success",0:01:22,0,0,0,"20170123_161441.041/LogFile.txt","","",2
2017-01-23 16:29:51.051 +0000,"Success",0:01:15,0,0,0,"20170123_162951.051/LogFile.txt","","",2
