Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-02-16 11:18:14.014 +0000,"Success",0:01:30,0,1,0,"20170216_111814.014/LogFile.txt","","",3
