Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-01-23 17:11:53.053 +0000,"Running",0:00:00,0,0,0,"20170123_171153.053/LogFile.txt","","",0
2017-01-23 17:13:55.055 +0000,"Success",0:01:17,0,0,0,"20170123_171355.055/LogFile.txt","","",2
