Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-02-08 13:59:57.057 +0000,"Running",0:00:00,0,0,0,"20170208_135957.057/LogFile.txt","","",0
2017-02-08 14:01:11.011 +0000,"Running",0:00:00,0,0,0,"20170208_140111.011/LogFile.txt","","",0
2017-02-08 14:43:14.014 +0000,"Running",0:00:00,0,0,0,"20170208_144314.014/LogFile.txt","","",0
2017-02-08 15:43:22.022 +0000,"Success",0:00:03,0,1,0,"20170208_154322.022/LogFile.txt","","",1
2017-02-10 10:02:51.051 +0000,"Running",0:00:00,0,0,0,"20170210_100251.051/LogFile.txt","","",0
2017-02-10 10:20:14.014 +0000,"Running",0:00:00,0,0,0,"20170210_102014.014/LogFile.txt","","",0
2017-02-10 10:45:14.014 +0000,"Success",0:01:44,0,0,0,"20170210_104514.014/LogFile.txt","","",5
2017-02-10 11:05:28.028 +0000,"Success",0:02:06,0,0,0,"20170210_110528.028/LogFile.txt","","",5
2017-02-13 16:09:13.013 +0000,"Success",0:02:23,0,2,0,"20170213_160913.013/LogFile.txt","","",3
