Date Run,Status,Time,# of Errors,# of Warnings,# of Exceptions,Log File,Return Value,Error Message,# of Successes
2017-02-14 16:29:49.049 +0000,"Running",0:00:00,0,0,0,"20170214_162949.049/LogFile.txt","","",0
2017-02-14 16:31:13.013 +0000,"Running",0:00:00,0,0,0,"20170214_163113.013/LogFile.txt","","",0
2017-02-14 16:35:38.038 +0000,"Running",0:00:00,0,0,0,"20170214_163538.038/LogFile.txt","","",0
2017-02-14 16:37:01.001 +0000,"Running",0:00:00,0,0,0,"20170214_163701.001/LogFile.txt","","",0
2017-02-14 16:38:10.010 +0000,"Running",0:00:00,0,0,0,"20170214_163810.010/LogFile.txt","","",0
2017-02-14 16:41:27.027 +0000,"Success",0:01:32,0,1,0,"20170214_164127.027/LogFile.txt","","",6
2017-02-14 16:49:34.034 +0000,"Success",0:01:32,0,1,0,"20170214_164934.034/LogFile.txt","","",6
2017-02-14 16:51:59.059 +0000,"Success",0:01:35,0,2,0,"20170214_165159.059/LogFile.txt","","",1
2017-02-14 16:54:38.038 +0000,"Success",0:01:32,0,2,0,"20170214_165438.038/LogFile.txt","","",2
